TrainingActivityId,TrainingTitle,TrainingType,IndividualFirstName,IndividualLastName,Email,CorpEmail,TrainingCompletionDate,Month,IcMCP,MCPID,MPNId,PartnerName,PartnerCityLocation,PartnerCountryLocation,ExpirationDate,ActivationStatus
3077,Azure Solutions Architect Expert,Certification,Alane,Livsey,alane.livsey@outlook.com,alivsey@contoso.com,30/03/2019 10:55,Mar-19,1,6409062,1234567,Contoso Ltd,Reading,United Kingdom,30/09/2021 10:55,Active
3082,Azure DevOps Engineer Expert,Certification,Martie,Batch,martie.batch@outlook.com,mbatch@contoso.com,01/12/2019 20:54,Dec-19,1,2458351,1234567,Contoso Ltd,Reading,United Kingdom,01/06/2022 20:54,Active
3081,Enterprise Administrator Expert,Certification,,,hadlee.wigan@outlook.com,hwigan@contoso.com,11/07/2020 11:53,Jul-20,1,5496820,1234567,Contoso Ltd,Reading,United Kingdom,11/07/2022 11:53,Active
3051,Azure Administrator Associate,Certification,Lauraine,Fullun,lauraine.fullun@outlook.com,,27/12/2018 13:30,Dec-18,1,15974386,1234567,Contoso Ltd,Reading,United Kingdom,27/12/2021 13:30,Active
3078,Azure Developer Associate,Certification,Dacie,Jonas,dacie.jonas@outlook.com,,29/01/2019 04:33,Jan-19,1,4944140,1234567,Contoso Ltd,Reading,United Kingdom,29/07/2021 04:33,Active
3086,Azure AI Engineer Associate,Certification,Webb,Scheu,webb.scheu@outlook.com,,10/04/2019 01:40,Apr-19,1,11138691,1234567,Contoso Ltd,Reading,United Kingdom,10/10/2021 01:40,Active
3085,Messaging Administrator Associate,Certification,Alicia,Idell,alicia.idell@outlook.com,aidell@contoso.com,21/08/2019 02:35,Aug-19,1,1760465,1234567,Contoso Ltd,Reading,United Kingdom,21/08/2021 02:35,Active
3080,Teamwork Administrator Associate,Certification,Glennis,Ahern,glennis.ahern@outlook.com,gahern@contoso.com,09/09/2019 12:29,Sep-19,1,10322669,1234567,Contoso Ltd,Reading,United Kingdom,09/09/2021 12:29,Active
3091,Azure Security Engineer Associate,Certification,,,shelden.mcilwrath@outlook.com,smcilwrath@contoso.com,25/09/2019 10:21,Sep-19,1,8382452,1234567,Contoso Ltd,Reading,United Kingdom,25/09/2021 10:21,Active
3079,Security Administrator Associate,Certification,,,melisent.kleinert@outlook.com,mkleinert@contoso.com,22/01/2020 11:13,Jan-20,1,4055608,1234567,Contoso Ltd,Reading,United Kingdom,22/01/2022 11:13,Active
3130,Teams Administrator Associate,Certification,,,hurleigh.brunini@outlook.com,hbrunini@contoso.com,10/07/2020 05:23,Jul-20,1,15922202,1234567,Contoso Ltd,Reading,United Kingdom,10/07/2022 05:23,Active
3088,Azure Data Engineer Associate,Certification,,,leticia.raphael@outlook.com,lraphael@contoso.com,14/08/2020 19:07,Aug-20,1,1803573,1234567,Contoso Ltd,Reading,United Kingdom,14/08/2022 19:07,Active
3151,Power Platform App Maker Associate,Certification,Tremayne,Snarie,tremayne.snarie@outlook.com,tsnarie@contoso.com,14/08/2020 15:04,Aug-20,1,6608656,1234567,Contoso Ltd,Reading,United Kingdom,14/08/2022 15:04,Active
3087,Azure Data Scientist Associate,Certification,Oswald,Shewry,oswald.shewry@outlook.com,oshewry@contoso.com,30/10/2020 23:28,Oct-20,1,4914019,1234567,Contoso Ltd,Reading,United Kingdom,30/10/2022 23:28,Active
3142,Data Analyst Associate,Certification,Clayborne,Bayle,clayborne.bayle@outlook.com,,26/10/2020 07:24,Oct-20,1,10845724,1234567,Contoso Ltd,Reading,United Kingdom,26/10/2022 07:24,Active
3143,Azure Database Administrator Associate,Certification,Evie,Hedau,evie.hedau@outlook.com,,09/11/2020 05:15,Nov-20,1,12318478,1234567,Contoso Ltd,Reading,United Kingdom,09/11/2022 05:15,Active
3077,Azure Solutions Architect Expert,Certification,Kesley,Scandrite,kesley.scandrite@outlook.com,,30/04/2019 14:10,Apr-19,1,6583260,1234567,Contoso Ltd,Reading,United Kingdom,30/10/2021 14:10,Active
3082,Azure DevOps Engineer Expert,Certification,Julietta,Trout,julietta.trout@outlook.com,,28/01/2020 19:32,Jan-20,1,834330,1234567,Contoso Ltd,Reading,United Kingdom,28/01/2022 19:32,Active
3081,Enterprise Administrator Expert,Certification,Del,Fradson,del.fradson@outlook.com,,03/08/2020 22:59,Aug-20,1,1703900,1234567,Contoso Ltd,Reading,United Kingdom,03/08/2022 22:59,Active
3051,Azure Administrator Associate,Certification,,,maurise.coffey@outlook.com,mcoffey@contoso.com,05/12/2018 00:03,Dec-18,1,4613471,1234567,Contoso Ltd,Reading,United Kingdom,05/12/2021 00:03,Active
3078,Azure Developer Associate,Certification,,,eugenia.kensley@outlook.com,ekensley@contoso.com,25/01/2019 10:56,Jan-19,1,11322139,1234567,Contoso Ltd,Reading,United Kingdom,25/07/2021 10:56,Active
3086,Azure AI Engineer Associate,Certification,,,gerladina.candlish@outlook.com,gcandlish@contoso.com,22/04/2019 21:58,Apr-19,1,5363838,1234567,Contoso Ltd,Reading,United Kingdom,22/10/2021 21:58,Active
3085,Messaging Administrator Associate,Certification,,,felike.dhillon@outlook.com,fdhillon@contoso.com,21/09/2019 00:31,Sep-19,1,1975695,1234567,Contoso Ltd,Reading,United Kingdom,21/09/2021 00:31,Active
3080,Teamwork Administrator Associate,Certification,,,warren.wilbraham@outlook.com,wwilbraham@contoso.com,21/09/2019 00:07,Sep-19,1,17257272,1234567,Contoso Ltd,Reading,United Kingdom,21/09/2021 00:07,Active
3091,Azure Security Engineer Associate,Certification,,,augustus.benedite@outlook.com,abenedite@contoso.com,14/09/2019 20:11,Sep-19,1,6754468,1234567,Contoso Ltd,Reading,United Kingdom,14/09/2021 20:11,Active
3079,Security Administrator Associate,Certification,,,lynett.philippart@outlook.com,lphilippart@contoso.com,21/12/2019 10:42,Dec-19,1,1366605,1234567,Contoso Ltd,Reading,United Kingdom,21/12/2021 10:42,Active
3130,Teams Administrator Associate,Certification,Franklyn,Parkeson,franklyn.parkeson@outlook.com,,02/07/2020 10:21,Jul-20,1,13023495,1234567,Contoso Ltd,Reading,United Kingdom,02/07/2022 10:21,Active
3088,Azure Data Engineer Associate,Certification,Valdemar,Cozzi,valdemar.cozzi@outlook.com,,21/07/2020 23:53,Jul-20,1,11756863,1234567,Contoso Ltd,Reading,United Kingdom,21/07/2022 23:53,Active
3151,Power Platform App Maker Associate,Certification,Sianna,Currie,sianna.currie@outlook.com,,01/09/2020 23:46,Sep-20,1,15812392,1234567,Contoso Ltd,Reading,United Kingdom,01/09/2022 23:46,Active
3087,Azure Data Scientist Associate,Certification,,,lilyan.shelf@outlook.com,,13/09/2020 23:08,Sep-20,1,11877659,1234567,Contoso Ltd,Reading,United Kingdom,13/09/2022 23:08,Active
3142,Data Analyst Associate,Certification,Anjanette,Bone,anjanette.bone@outlook.com,,18/10/2020 07:08,Oct-20,1,5933351,1234567,Contoso Ltd,Reading,United Kingdom,18/10/2022 07:08,Active
3143,Azure Database Administrator Associate,Certification,Hanni,Markushkin,hanni.markushkin@outlook.com,,13/11/2020 05:17,Nov-20,1,10639331,1234567,Contoso Ltd,Reading,United Kingdom,13/11/2022 05:17,Active
3077,Azure Solutions Architect Expert,Certification,Chris,Bastone,chris.bastone@outlook.com,,16/03/2019 11:19,Mar-19,1,14888107,1234567,Contoso Ltd,Reading,United Kingdom,16/09/2021 11:19,Active
3082,Azure DevOps Engineer Expert,Certification,Morlee,Edmondson,morlee.edmondson@outlook.com,medmondson@contoso.com,19/12/2019 22:57,Dec-19,1,16911184,1234567,Contoso Ltd,Reading,United Kingdom,19/12/2021 22:57,Active
3081,Enterprise Administrator Expert,Certification,Mead,Sargent,mead.sargent@outlook.com,msargent@contoso.com,20/07/2020 01:04,Jul-20,1,5796600,1234567,Contoso Ltd,Reading,United Kingdom,20/07/2022 01:04,Active
